bo3_id,players,winner,score,replay_urls,maps,total_duration_min,time_span_hours,description
Bo3_01,DocStudios vs FailedLight,FailedLight,2-1,"https://api.bar-rts.com/replays/9b001768e1e004286a06b7de3bea6fce,https://api.bar-rts.com/replays/a62f1d681b55ac6c3e5884af42ae1a40,https://api.bar-rts.com/replays/95d51e68ef4c1ba09cc188f6891fb759","Unknown, Unknown, Unknown",584,142.6,Bo3 1: DocStudios vs FailedLight - FailedLight wins 2-1 (584min)
Bo3_02,DocStudios vs FailedLight,FailedLight,2-1,"https://api.bar-rts.com/replays/82801568348b5d14fa9189b15158e497,https://api.bar-rts.com/replays/9b001768e1e004286a06b7de3bea6fce,https://api.bar-rts.com/replays/a62f1d681b55ac6c3e5884af42ae1a40","Unknown, Unknown, Unknown",532,139.9,Bo3 2: DocStudios vs FailedLight - FailedLight wins 2-1 (532min)
Bo3_03,LastBlast vs SomeTenRandom,LastBlast,2-1,"https://api.bar-rts.com/replays/e3c80e682eb0cdde27cf0719805c7327,https://api.bar-rts.com/replays/32fa0e686234ae8ca75de8e4283ecda1,https://api.bar-rts.com/replays/856511682594357d5fa41809bf9dcc78","Unknown, Unknown, Unknown",463,47.5,Bo3 3: LastBlast vs SomeTenRandom - LastBlast wins 2-1 (463min)
Bo3_04,jel523 vs luca234,luca234,3-0,"https://api.bar-rts.com/replays/abc713686b5552dc09568b8d2b83e26e,https://api.bar-rts.com/replays/2964146806f0d15134816eab79e66eda,https://api.bar-rts.com/replays/157d1468191ab37850b97d5d6414159c","Unknown, Unknown, Unknown",460,12.9,Bo3 4: jel523 vs luca234 - luca234 wins 3-0 (460min)
Bo3_05,Firezar vs kosmiss,kosmiss,2-0,"https://api.bar-rts.com/replays/d5863f68d1c2e8d042fb0a1b99507cf4,https://api.bar-rts.com/replays/22a33f688108cfe2e0132513a601ea4e,https://api.bar-rts.com/replays/852644689247f8145bb10d14db6d9924","Unknown, Unknown, Unknown",457,84.2,Bo3 5: Firezar vs kosmiss - kosmiss wins 2-0 (457min)
Bo3_06,jel523 vs luca234,luca234,2-0,"https://api.bar-rts.com/replays/157d1468191ab37850b97d5d6414159c,https://api.bar-rts.com/replays/bdd814686a173d1c5b3ef7cd47512f85,https://api.bar-rts.com/replays/96e31468bf40ef80f4e89b9c0fcc8c0e","Unknown, Unknown, Unknown",449,7.3,Bo3 6: jel523 vs luca234 - luca234 wins 2-0 (449min)
Bo3_07,Firezar vs kosmiss,kosmiss,2-0,"https://api.bar-rts.com/replays/4a013d685104bd14fd0d9492ee54bb19,https://api.bar-rts.com/replays/6b3c3e680c17f9093612b638147650d4,https://api.bar-rts.com/replays/d5863f68d1c2e8d042fb0a1b99507cf4","Unknown, Unknown, Unknown",448,45.9,Bo3 7: Firezar vs kosmiss - kosmiss wins 2-0 (448min)
Bo3_08,burtik vs burtik2023,burtik,3-0,"https://api.bar-rts.com/replays/517f2b68810ad05cadf1993c3ba9c0ad,https://api.bar-rts.com/replays/e0b92c68e825e3ed50a1aac2e8ae8e48,https://api.bar-rts.com/replays/ae8233684fca9043f7578728820fe743","Unknown, Unknown, Unknown",434,145.9,Bo3 8: burtik vs burtik2023 - burtik wins 3-0 (434min)
Bo3_09,jel523 vs luca234,luca234,2-0,"https://api.bar-rts.com/replays/bdd814686a173d1c5b3ef7cd47512f85,https://api.bar-rts.com/replays/96e31468bf40ef80f4e89b9c0fcc8c0e,https://api.bar-rts.com/replays/98f11568ad0722c98cce6c01f7078c1a","Unknown, Unknown, Unknown",433,20.0,Bo3 9: jel523 vs luca234 - luca234 wins 2-0 (433min)
Bo3_10,jhonboy vs jimmyneutron,jimmyneutron,2-1,"https://api.bar-rts.com/replays/e2ad4c682faa23aa0125bb01fb66f9a1,https://api.bar-rts.com/replays/46e54e68487fb1f032eeb078f8c776c2,https://api.bar-rts.com/replays/0f0a4f685adce2d007dce4656856dc8f","Unknown, Unknown, Unknown",418,43.0,Bo3 10: jhonboy vs jimmyneutron - jimmyneutron wins 2-1 (418min)
Bo3_11,Firezar vs kosmiss,kosmiss,2-0,"https://api.bar-rts.com/replays/6b3c3e680c17f9093612b638147650d4,https://api.bar-rts.com/replays/d5863f68d1c2e8d042fb0a1b99507cf4,https://api.bar-rts.com/replays/22a33f688108cfe2e0132513a601ea4e","Unknown, Unknown, Unknown",418,25.5,Bo3 11: Firezar vs kosmiss - kosmiss wins 2-0 (418min)
Bo3_12,Efusion vs cibernixt,cibernixt,3-0,"https://api.bar-rts.com/replays/09be6368c12dd6d01f0eab6dcd3a04e8,https://api.bar-rts.com/replays/b7b0646888c5af0484648e6748f583c0,https://api.bar-rts.com/replays/0fb86468b069754bece068c7eac0838c","Unknown, Unknown, Unknown",406,17.8,Bo3 12: Efusion vs cibernixt - cibernixt wins 3-0 (406min)
Bo3_13,ibrawod vs sultans590,sultans590,2-0,"https://api.bar-rts.com/replays/472d116889e0801d27c60b0a07b6b93c,https://api.bar-rts.com/replays/893d15688f1ebb7a6cb69a929842633a,https://api.bar-rts.com/replays/15461668eab68a13abfc2d17798f2324","Unknown, Unknown, Unknown",393,92.8,Bo3 13: ibrawod vs sultans590 - sultans590 wins 2-0 (393min)
Bo3_14,TwoInchTiger vs peterthegreat,peterthegreat,3-0,"https://api.bar-rts.com/replays/3b89446808fc536190ae131419453d2f,https://api.bar-rts.com/replays/459844680ec9be06eea729defcd96e62,https://api.bar-rts.com/replays/98d144682f1ecc56c319b54c3e8869ff","Unknown, Unknown, Unknown",391,5.1,Bo3 14: TwoInchTiger vs peterthegreat - peterthegreat wins 3-0 (391min)
Bo3_15,Firezar vs kosmiss,kosmiss,2-1,"https://api.bar-rts.com/replays/b2fa3c68447970c3ba1f82e46a2b308f,https://api.bar-rts.com/replays/4a013d685104bd14fd0d9492ee54bb19,https://api.bar-rts.com/replays/6b3c3e680c17f9093612b638147650d4","Unknown, Unknown, Unknown",380,22.9,Bo3 15: Firezar vs kosmiss - kosmiss wins 2-1 (380min)
Bo3_16,LastBlast vs SomeTenRandom,SomeTenRandom,2-1,"https://api.bar-rts.com/replays/faab0a6886396fc33910368cd3c5e049,https://api.bar-rts.com/replays/e3c80e682eb0cdde27cf0719805c7327,https://api.bar-rts.com/replays/32fa0e686234ae8ca75de8e4283ecda1","Unknown, Unknown, Unknown",379,78.4,Bo3 16: LastBlast vs SomeTenRandom - SomeTenRandom wins 2-1 (379min)
Bo3_17,No_face vs Spadassin,Spadassin,3-0,"https://api.bar-rts.com/replays/668d38683a3995054b1a42ac26f3931a,https://api.bar-rts.com/replays/7eb438686940bca86992367db8e86240,https://api.bar-rts.com/replays/eaca3868c6f12a5875d501efe007202a","Unknown, Unknown, Unknown",372,4.4,Bo3 17: No_face vs Spadassin - Spadassin wins 3-0 (372min)
Bo3_18,jel523 vs luca234,luca234,2-0,"https://api.bar-rts.com/replays/2964146806f0d15134816eab79e66eda,https://api.bar-rts.com/replays/157d1468191ab37850b97d5d6414159c,https://api.bar-rts.com/replays/bdd814686a173d1c5b3ef7cd47512f85","Unknown, Unknown, Unknown",354,8.3,Bo3 18: jel523 vs luca234 - luca234 wins 2-0 (354min)
Bo3_19,Kommandant vs MIrzaa,Kommandant,3-0,"https://api.bar-rts.com/replays/d2ba6468d4f433e7edb7afa91bc3c149,https://api.bar-rts.com/replays/b2096568925ff8449f63ae7bac9e8e75,https://api.bar-rts.com/replays/1a5c66680ab2f55209885e1a63d97c4f","Unknown, Unknown, Unknown",352,29.7,Bo3 19: Kommandant vs MIrzaa - Kommandant wins 3-0 (352min)
Bo3_20,Kommandant vs MIrzaa,Kommandant,3-0,"https://api.bar-rts.com/replays/138263681ac7e4ea9ba9d64fa5ed1615,https://api.bar-rts.com/replays/d2ba6468d4f433e7edb7afa91bc3c149,https://api.bar-rts.com/replays/b2096568925ff8449f63ae7bac9e8e75","Unknown, Unknown, Unknown",342,27.8,Bo3 20: Kommandant vs MIrzaa - Kommandant wins 3-0 (342min)
Bo3_21,Kob vs xMAYHEMx,xMAYHEMx,1-1,"https://api.bar-rts.com/replays/6fb64b683ed32e9cda1af01b06a39ab4,https://api.bar-rts.com/replays/c8dc4b68a518c625300c2ef8f9924df6,https://api.bar-rts.com/replays/c05c4f687ad8269fc96004a7ce962276","Unknown, Unknown, Unknown",340,66.4,Bo3 21: Kob vs xMAYHEMx - xMAYHEMx wins 1-1 (340min)
Bo3_22,KiiiTZZZ vs PuTZiii,PuTZiii,2-1,"https://api.bar-rts.com/replays/664028683d979d49ade59ba642c102df,https://api.bar-rts.com/replays/2e832868f84e4612e43fcf88e87b96ad,https://api.bar-rts.com/replays/eb962868144050737377ad994697975d","Unknown, Unknown, Unknown",333,6.2,Bo3 22: KiiiTZZZ vs PuTZiii - PuTZiii wins 2-1 (333min)
Bo3_23,Nauvis vs skeleboy,Nauvis,2-0,"https://api.bar-rts.com/replays/23b83b689d4325b698d9b1e71e0229ce,https://api.bar-rts.com/replays/fb953c68e5bb74edc474763657432b5f,https://api.bar-rts.com/replays/589f3c68255738c360fca0de4e0271cb","Unknown, Unknown, Unknown",324,16.4,Bo3 23: Nauvis vs skeleboy - Nauvis wins 2-0 (324min)
Bo3_24,Alfranix951 vs Veld4,Veld4,2-0,"https://api.bar-rts.com/replays/9d8c64681d321b77824f6c71838a84a0,https://api.bar-rts.com/replays/1a8a65685a00c941b74d6b27d2a5c751,https://api.bar-rts.com/replays/c7e26568e07b8b0146d06fc8f0efa461","Unknown, Unknown, Unknown",321,24.3,Bo3 24: Alfranix951 vs Veld4 - Veld4 wins 2-0 (321min)
Bo3_25,Stargamer605 vs lolh2o,lolh2o,3-0,"https://api.bar-rts.com/replays/d9df4e686c51ad803bd6c5706d95c710,https://api.bar-rts.com/replays/5b2d5068ef9cd7f0890dafe2a6c7b1e3,https://api.bar-rts.com/replays/96df536848a5f027d7b9441166f3e74e","Unknown, Unknown, Unknown",315,91.0,Bo3 25: Stargamer605 vs lolh2o - lolh2o wins 3-0 (315min)
Bo3_26,TwoInchTiger vs peterthegreat,peterthegreat,2-1,"https://api.bar-rts.com/replays/6ec11f684be234d16587a65da144191a,https://api.bar-rts.com/replays/8ddb1f683607e388da90d09e3544aec8,https://api.bar-rts.com/replays/ccf41f684d8f7088a30027825a51ab98","Unknown, Unknown, Unknown",314,3.7,Bo3 26: TwoInchTiger vs peterthegreat - peterthegreat wins 2-1 (314min)
Bo3_27,Iris_ vs SuperSailer,Iris_,2-1,"https://api.bar-rts.com/replays/4bec406887cec1baa0a2172175bf1fb8,https://api.bar-rts.com/replays/31e44168d70f0d98512b4fd8eba4f56f,https://api.bar-rts.com/replays/a2804768bc284eda606ff70b67b01b22","Unknown, Unknown, Unknown",308,119.8,Bo3 27: Iris_ vs SuperSailer - Iris_ wins 2-1 (308min)
Bo3_28,Stargamer605 vs lolh2o,lolh2o,3-0,"https://api.bar-rts.com/replays/5b2d5068ef9cd7f0890dafe2a6c7b1e3,https://api.bar-rts.com/replays/96df536848a5f027d7b9441166f3e74e,https://api.bar-rts.com/replays/5d56586807baa8d8323280d676fe482b","Unknown, Unknown, Unknown",302,148.6,Bo3 28: Stargamer605 vs lolh2o - lolh2o wins 3-0 (302min)
Bo3_29,GamingHFC vs soldierofwessex,soldierofwessex,2-1,"https://api.bar-rts.com/replays/c5f75f68ae161fd879fc361d4c1b0126,https://api.bar-rts.com/replays/e631606854ad3740c07b3cc874d61c9f,https://api.bar-rts.com/replays/fd2a686878fbe4edfc3e60c0d605994b","Unknown, Unknown, Unknown",294,149.3,Bo3 29: GamingHFC vs soldierofwessex - soldierofwessex wins 2-1 (294min)
Bo3_30,Kob vs xMAYHEMx,Kob,2-1,"https://api.bar-rts.com/replays/d2ab3f68ba2db4a5b17592fc8aabf8c7,https://api.bar-rts.com/replays/08c63f68309df75960d2e5772a8e7869,https://api.bar-rts.com/replays/9ef94068b89452e447c522918f150bca","Unknown, Unknown, Unknown",292,23.7,Bo3 30: Kob vs xMAYHEMx - Kob wins 2-1 (292min)
Bo3_31,No_face vs Spadassin,Spadassin,3-0,"https://api.bar-rts.com/replays/7eb438686940bca86992367db8e86240,https://api.bar-rts.com/replays/eaca3868c6f12a5875d501efe007202a,https://api.bar-rts.com/replays/a4833968015be58725825e5009aa342a","Unknown, Unknown, Unknown",289,14.7,Bo3 31: No_face vs Spadassin - Spadassin wins 3-0 (289min)
Bo3_32,Dootfu vs itz_myrk,itz_myrk,2-0,"https://api.bar-rts.com/replays/c6a45268ebe36ab15aa1409321308b3e,https://api.bar-rts.com/replays/1d0354686ef0d90f2c55bb65be18de0e,https://api.bar-rts.com/replays/ed0e546874397545695fd85378016e30","Unknown, Unknown, Unknown",288,25.8,Bo3 32: Dootfu vs itz_myrk - itz_myrk wins 2-0 (288min)
Bo3_33,Nauvis vs skeleboy,Nauvis,2-0,"https://api.bar-rts.com/replays/a2833a683a0f2eacf657497dd1a989e2,https://api.bar-rts.com/replays/23b83b689d4325b698d9b1e71e0229ce,https://api.bar-rts.com/replays/fb953c68e5bb74edc474763657432b5f","Unknown, Unknown, Unknown",283,37.7,Bo3 33: Nauvis vs skeleboy - Nauvis wins 2-0 (283min)
Bo3_34,JohnnyCrisp vs Sgtghost20,JohnnyCrisp,3-0,"https://api.bar-rts.com/replays/df9f1f68220ece0e579b22064f5c82ea,https://api.bar-rts.com/replays/6dc91f68dbd85eb87f496d54897d7ed5,https://api.bar-rts.com/replays/42ec1f68a5bb847623912022f559b44e","Unknown, Unknown, Unknown",280,5.4,Bo3 34: JohnnyCrisp vs Sgtghost20 - JohnnyCrisp wins 3-0 (280min)
Bo3_35,DamienB06 vs wyverie,DamienB06,2-1,"https://api.bar-rts.com/replays/79691968b284ef8d9937568d06784763,https://api.bar-rts.com/replays/c34621684256edbaf494e52441a966a0,https://api.bar-rts.com/replays/ea4c21683fd30603bf0313b792310962","Unknown, Unknown, Unknown",280,143.6,Bo3 35: DamienB06 vs wyverie - DamienB06 wins 2-1 (280min)
Bo3_36,Nauvis vs skeleboy,Nauvis,2-0,"https://api.bar-rts.com/replays/fb953c68e5bb74edc474763657432b5f,https://api.bar-rts.com/replays/589f3c68255738c360fca0de4e0271cb,https://api.bar-rts.com/replays/7ec43c688f5adc10164582250f5d730f","Unknown, Unknown, Unknown",276,3.3,Bo3 36: Nauvis vs skeleboy - Nauvis wins 2-0 (276min)
Bo3_37,Firezar vs kosmiss,kosmiss,2-1,"https://api.bar-rts.com/replays/dfe73c682e8337470a545f1b30f48fcc,https://api.bar-rts.com/replays/b2fa3c68447970c3ba1f82e46a2b308f,https://api.bar-rts.com/replays/4a013d685104bd14fd0d9492ee54bb19","Unknown, Unknown, Unknown",270,1.8,Bo3 37: Firezar vs kosmiss - kosmiss wins 2-1 (270min)
Bo3_38,Kommandant vs MIrzaa,Kommandant,2-0,"https://api.bar-rts.com/replays/94dc5c68115da6d3ae4e912f97d30d8e,https://api.bar-rts.com/replays/bf305d6861ef48e13aecc0ec3bf73769,https://api.bar-rts.com/replays/41235e68c3acf94ac20bebc6e16a1d23","Unknown, Unknown, Unknown",268,23.2,Bo3 38: Kommandant vs MIrzaa - Kommandant wins 2-0 (268min)
Bo3_39,NightPickles vs xxkyl3xx50,xxkyl3xx50,2-1,"https://api.bar-rts.com/replays/30c25768e53c404eb14e856716fa5311,https://api.bar-rts.com/replays/50c65868236d84ce4bf76c6bd9f5225b,https://api.bar-rts.com/replays/57ef5868a4e14ed28c46e4d1d78ebb69","Unknown, Unknown, Unknown",266,21.4,Bo3 39: NightPickles vs xxkyl3xx50 - xxkyl3xx50 wins 2-1 (266min)
Bo3_40,Kommandant vs MIrzaa,Kommandant,3-0,"https://api.bar-rts.com/replays/3e6b6268a81ce869c5d93c2fbcf03c05,https://api.bar-rts.com/replays/138263681ac7e4ea9ba9d64fa5ed1615,https://api.bar-rts.com/replays/d2ba6468d4f433e7edb7afa91bc3c149","Unknown, Unknown, Unknown",265,42.1,Bo3 40: Kommandant vs MIrzaa - Kommandant wins 3-0 (265min)
Bo3_41,Bob572582 vs ctmstriker321,Bob572582,2-1,"https://api.bar-rts.com/replays/0e0c296826d6450131b3a246dd3b0946,https://api.bar-rts.com/replays/306c2968c6744d8f59b30d4762c6d315,https://api.bar-rts.com/replays/4b692a68a3383cd689429af0ce3ebafd","Unknown, Unknown, Unknown",257,24.8,Bo3 41: Bob572582 vs ctmstriker321 - Bob572582 wins 2-1 (257min)
Bo3_42,Kob vs xMAYHEMx,Kob,1-1,"https://api.bar-rts.com/replays/137d4b684469f65d19d40a271cb57694,https://api.bar-rts.com/replays/6fb64b683ed32e9cda1af01b06a39ab4,https://api.bar-rts.com/replays/c8dc4b68a518c625300c2ef8f9924df6","Unknown, Unknown, Unknown",254,6.8,Bo3 42: Kob vs xMAYHEMx - Kob wins 1-1 (254min)
Bo3_43,NightPickles vs xxkyl3xx50,NightPickles,2-1,"https://api.bar-rts.com/replays/a9c04c680d11bc4a0cedfa9c6d75ad7e,https://api.bar-rts.com/replays/09d14c68dfd37fd3794d030137be1819,https://api.bar-rts.com/replays/f8344d6813a697912d71dac10d758da7","Unknown, Unknown, Unknown",253,8.3,Bo3 43: NightPickles vs xxkyl3xx50 - NightPickles wins 2-1 (253min)
Bo3_44,Prince_Asriel vs maly1,maly1,3-0,"https://api.bar-rts.com/replays/fbc6126826d4807d8b5b28540881e2cd,https://api.bar-rts.com/replays/9cf41368e2ed4a12cb595dd17646f391,https://api.bar-rts.com/replays/901818681fae1d727ea987ea4d9cddba","Unknown, Unknown, Unknown",253,96.8,Bo3 44: Prince_Asriel vs maly1 - maly1 wins 3-0 (253min)
Bo3_45,Iris_ vs Jingleginger,Iris_,1-1,"https://api.bar-rts.com/replays/dddd4868db2858b9e05bea616f9d20a0,https://api.bar-rts.com/replays/9fde486803c1d5cdb7e2393bb3866b4c,https://api.bar-rts.com/replays/ab794c6826267efa21e1b39f0139ecb7","Unknown, Unknown, Unknown",252,65.7,Bo3 45: Iris_ vs Jingleginger - Iris_ wins 1-1 (252min)
Bo3_46,DamienB06 vs wyverie,DamienB06,2-1,"https://api.bar-rts.com/replays/eb5c1968bc04a029c7130493f97b6fe4,https://api.bar-rts.com/replays/79691968b284ef8d9937568d06784763,https://api.bar-rts.com/replays/c34621684256edbaf494e52441a966a0","Unknown, Unknown, Unknown",252,144.1,Bo3 46: DamienB06 vs wyverie - DamienB06 wins 2-1 (252min)
Bo3_47,[Crd]Blucifer vs tommytopoff,[Crd]Blucifer,2-0,"https://api.bar-rts.com/replays/c6ea4d688cb36b4b79d3cca742c8413c,https://api.bar-rts.com/replays/7dfb4d68e297006d20862e9dac11f140,https://api.bar-rts.com/replays/5e114f686c728529026edb6ab12a1a62","Unknown, Unknown, Unknown",251,20.9,Bo3 47: [Crd]Blucifer vs tommytopoff - [Crd]Blucifer wins 2-0 (251min)
Bo3_48,Kob vs xMAYHEMx,xMAYHEMx,1-1,"https://api.bar-rts.com/replays/08c63f68309df75960d2e5772a8e7869,https://api.bar-rts.com/replays/9ef94068b89452e447c522918f150bca,https://api.bar-rts.com/replays/dc0e416850727be02ced3f220a3a5f8d","Unknown, Unknown, Unknown",248,23.4,Bo3 48: Kob vs xMAYHEMx - xMAYHEMx wins 1-1 (248min)
Bo3_49,NightPickles vs xxkyl3xx50,xxkyl3xx50,2-1,"https://api.bar-rts.com/replays/9f6056683943693cff88826e4db63aea,https://api.bar-rts.com/replays/30c25768e53c404eb14e856716fa5311,https://api.bar-rts.com/replays/50c65868236d84ce4bf76c6bd9f5225b","Unknown, Unknown, Unknown",248,43.6,Bo3 49: NightPickles vs xxkyl3xx50 - xxkyl3xx50 wins 2-1 (248min)
Bo3_50,[Crd]Blucifer vs tommytopoff,[Crd]Blucifer,2-0,"https://api.bar-rts.com/replays/5e114f686c728529026edb6ab12a1a62,https://api.bar-rts.com/replays/39484f685027a880412148857cd31371,https://api.bar-rts.com/replays/e9524f682b93e91d830d64f4e10c6829","Unknown, Unknown, Unknown",247,4.7,Bo3 50: [Crd]Blucifer vs tommytopoff - [Crd]Blucifer wins 2-0 (247min)
Bo3_51,luczerlevrai vs voldy,voldy,2-1,"https://api.bar-rts.com/replays/41ba38688c0b25d1ae123176ab74da7a,https://api.bar-rts.com/replays/010e3b683948e4eb45463901ce1fdef6,https://api.bar-rts.com/replays/69463c68d6f8af0bbfdac5ea8c9cce70","Unknown, Unknown, Unknown",241,64.6,Bo3 51: luczerlevrai vs voldy - voldy wins 2-1 (241min)
Bo3_52,[Crd]Blucifer vs tommytopoff,[Crd]Blucifer,2-0,"https://api.bar-rts.com/replays/7dfb4d68e297006d20862e9dac11f140,https://api.bar-rts.com/replays/5e114f686c728529026edb6ab12a1a62,https://api.bar-rts.com/replays/39484f685027a880412148857cd31371","Unknown, Unknown, Unknown",237,23.7,Bo3 52: [Crd]Blucifer vs tommytopoff - [Crd]Blucifer wins 2-0 (237min)
Bo3_53,Dootfu vs itz_myrk,itz_myrk,2-0,"https://api.bar-rts.com/replays/726d5168a9302bde7efd6e2dd2db2a82,https://api.bar-rts.com/replays/c6a45268ebe36ab15aa1409321308b3e,https://api.bar-rts.com/replays/1d0354686ef0d90f2c55bb65be18de0e","Unknown, Unknown, Unknown",237,47.1,Bo3 53: Dootfu vs itz_myrk - itz_myrk wins 2-0 (237min)
Bo3_54,MaliceStriker vs bot_slayer,MaliceStriker,2-1,"https://api.bar-rts.com/replays/e7411968558275d911a1357843e4006a,https://api.bar-rts.com/replays/5a5b1968b1379a5103b9b8b34df455bd,https://api.bar-rts.com/replays/73fb1f684299494a88245a150bfb68ff","Unknown, Unknown, Unknown",237,122.4,Bo3 54: MaliceStriker vs bot_slayer - MaliceStriker wins 2-1 (237min)
Bo3_55,Alfranix951 vs Veld4,Veld4,3-0,"https://api.bar-rts.com/replays/c488646862da7cf30ff31f9937d6a2cc,https://api.bar-rts.com/replays/9d8c64681d321b77824f6c71838a84a0,https://api.bar-rts.com/replays/1a8a65685a00c941b74d6b27d2a5c751","Unknown, Unknown, Unknown",237,18.3,Bo3 55: Alfranix951 vs Veld4 - Veld4 wins 3-0 (237min)
Bo3_56,MaliceStriker vs bot_slayer,MaliceStriker,3-0,"https://api.bar-rts.com/replays/f3331968d2208b706e70739e6878cef3,https://api.bar-rts.com/replays/e7411968558275d911a1357843e4006a,https://api.bar-rts.com/replays/5a5b1968b1379a5103b9b8b34df455bd","Unknown, Unknown, Unknown",235,2.8,Bo3 56: MaliceStriker vs bot_slayer - MaliceStriker wins 3-0 (235min)
Bo3_57,Kommandant vs MIrzaa,Kommandant,3-0,"https://api.bar-rts.com/replays/ef745e68829723a2d6fff5f778597770,https://api.bar-rts.com/replays/3e6b6268a81ce869c5d93c2fbcf03c05,https://api.bar-rts.com/replays/138263681ac7e4ea9ba9d64fa5ed1615","Unknown, Unknown, Unknown",235,92.0,Bo3 57: Kommandant vs MIrzaa - Kommandant wins 3-0 (235min)
Bo3_58,Herr_Steif vs nicka,Herr_Steif,2-0,"https://api.bar-rts.com/replays/bdaf3c684ff675f91695c898084f2048,https://api.bar-rts.com/replays/4a443f68f0ebf816996522680e7ce84c,https://api.bar-rts.com/replays/467f40680b81886883f4e3bd1adc079d","Unknown, Unknown, Unknown",231,69.4,Bo3 58: Herr_Steif vs nicka - Herr_Steif wins 2-0 (231min)
Bo3_59,Prima_Safada vs tiagojanuario,tiagojanuario,2-1,"https://api.bar-rts.com/replays/12b030689745a038a60e85092f21b195,https://api.bar-rts.com/replays/56bf3068ce6c51cf32e01e87627ed511,https://api.bar-rts.com/replays/6f543368400b6a7d4d72a26295847da6","Unknown, Unknown, Unknown",230,48.1,Bo3 59: Prima_Safada vs tiagojanuario - tiagojanuario wins 2-1 (230min)
Bo3_60,Prince_Asriel vs maly1,maly1,3-0,"https://api.bar-rts.com/replays/24c01268ab80c1c1a64ac56b0198f4d4,https://api.bar-rts.com/replays/fbc6126826d4807d8b5b28540881e2cd,https://api.bar-rts.com/replays/9cf41368e2ed4a12cb595dd17646f391","Unknown, Unknown, Unknown",229,21.9,Bo3 60: Prince_Asriel vs maly1 - maly1 wins 3-0 (229min)
Bo3_61,No_face vs Spadassin,Spadassin,3-0,"https://api.bar-rts.com/replays/eaca3868c6f12a5875d501efe007202a,https://api.bar-rts.com/replays/a4833968015be58725825e5009aa342a,https://api.bar-rts.com/replays/09993968e3751747804f293bb3c0ebc8","Unknown, Unknown, Unknown",229,14.7,Bo3 61: No_face vs Spadassin - Spadassin wins 3-0 (229min)
Bo3_62,Albin180 vs FIFIK,Albin180,2-1,"https://api.bar-rts.com/replays/21055b6818b09c91927762d64f235ed4,https://api.bar-rts.com/replays/554c6068281f98ec99f4b161d61a6688,https://api.bar-rts.com/replays/7828616804308c59121a3179d89b06b7","Unknown, Unknown, Unknown",228,111.7,Bo3 62: Albin180 vs FIFIK - Albin180 wins 2-1 (228min)
Bo3_63,NightPickles vs xxkyl3xx50,NightPickles,2-1,"https://api.bar-rts.com/replays/089b43682179a734956a09e1dba803ea,https://api.bar-rts.com/replays/a9c04c680d11bc4a0cedfa9c6d75ad7e,https://api.bar-rts.com/replays/09d14c68dfd37fd3794d030137be1819","Unknown, Unknown, Unknown",227,167.7,Bo3 63: NightPickles vs xxkyl3xx50 - NightPickles wins 2-1 (227min)
Bo3_64,AdanLight vs cirogamer077,AdanLight,2-0,"https://api.bar-rts.com/replays/9bdc61689f5974f58502fb3e4176ea8c,https://api.bar-rts.com/replays/e7fd616805d9857a7582404a6a5cc2ca,https://api.bar-rts.com/replays/482a6368c60de59f1f4edf10dc9b4283","Unknown, Unknown, Unknown",226,23.7,Bo3 64: AdanLight vs cirogamer077 - AdanLight wins 2-0 (226min)
Bo3_65,DragonK1ng vs Nikolaj1712,DragonK1ng,2-1,"https://api.bar-rts.com/replays/66d12a6870608f2e6e714005e105643b,https://api.bar-rts.com/replays/84d92a68f2983cf8d304d0d6cda0df6a,https://api.bar-rts.com/replays/b8f42a68ae2ae8a21e02faf1376b75d6","Unknown, Unknown, Unknown",223,2.5,Bo3 65: DragonK1ng vs Nikolaj1712 - DragonK1ng wins 2-1 (223min)
Bo3_66,NightPickles vs xxkyl3xx50,xxkyl3xx50,2-0,"https://api.bar-rts.com/replays/f8344d6813a697912d71dac10d758da7,https://api.bar-rts.com/replays/93b14f68367630f089ee27202fa2c6ee,https://api.bar-rts.com/replays/1cb24f685070faede655f88bef52b57e","Unknown, Unknown, Unknown",223,45.3,Bo3 66: NightPickles vs xxkyl3xx50 - xxkyl3xx50 wins 2-0 (223min)
Bo3_67,No_face vs Spadassin,Spadassin,3-0,"https://api.bar-rts.com/replays/05a139686caf52d4a14e62730e2cd92c,https://api.bar-rts.com/replays/6faa3968e6ae8f6057789393b522af82,https://api.bar-rts.com/replays/c6f1396877ec69e7ace7885f6efc1495","Unknown, Unknown, Unknown",221,5.7,Bo3 67: No_face vs Spadassin - Spadassin wins 3-0 (221min)
Bo3_68,Calibre69 vs Nashor,Calibre69,1-1,"https://api.bar-rts.com/replays/6d805f68adfae59273c2256c44051547,https://api.bar-rts.com/replays/578c5f68184438ea994d84f4d7c7dcb6,https://api.bar-rts.com/replays/17256068a8a020653063a1744edac7fa","Unknown, Unknown, Unknown",217,11.7,Bo3 68: Calibre69 vs Nashor - Calibre69 wins 1-1 (217min)
Bo3_69,ALTAEE vs DBS,DBS,2-0,"https://api.bar-rts.com/replays/03c3396883c9a3c0777c7d47bdeffdf8,https://api.bar-rts.com/replays/686c3b6876d8d5c9543fa8bc69c40908,https://api.bar-rts.com/replays/f9c63d686efcf58bdd98e880992ee256","Unknown, Unknown, Unknown",217,73.1,Bo3 69: ALTAEE vs DBS - DBS wins 2-0 (217min)
